Log for partial expanded instance I11
SCC;4;Number of TR;110
Maximum commodity time; 520 minutes;dk;15;;MIP solution time limit;3600 s
iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;NEinitial;NEfinal;number of infeasible arcs;time (s); k iteration; infactibility; SKid;Picks
1;387.0;387.0;642;65.89147286821705;28;36;5;3.081;7;330;4 
2;403.0;403.0;642;59.30521091811415;36;42;4;0.095;7;315;7 
3;415.0;415.0;642;54.69879518072289;48;50;1;0.197;9;330;4 
4;416.0;416.0;642;54.32692307692307;56;60;2;0.231;11;315;7 
5;416.0;416.0;642;54.32692307692307;60;65;3;0.307;11;150;4 
6;416.0;416.0;642;54.32692307692307;71;71;0;0.353;13;315;6 
7;433.0;433.0;642;48.26789838337183;77;79;2;0.777;15;155;5 
8;454.0;454.0;642;41.409691629955944;79;82;2;0.407;15;150;4 
9;454.0;454.0;642;41.409691629955944;88;89;1;0.366;17;150;4 
10;472.0;472.0;642;36.016949152542374;89;91;1;0.471;17;140;14 
11;472.0;472.0;642;36.016949152542374;91;94;2;0.48;17;150;6 
12;472.0;472.0;642;36.016949152542374;100;100;0;0.454;19;140;14 
13;472.0;472.0;642;36.016949152542374;100;102;1;4.593;19;135;13 
14;472.0;472.0;642;36.016949152542374;105;105;0;0.609;21;135;13 
15;472.0;472.0;642;36.016949152542374;105;106;1;0.789;21;90;1 
16;472.0;472.0;642;36.016949152542374;111;111;0;0.907;23;90;2 
17;639.0;639.0;642;0.4694835680751174;116;118;1;0.917;25;90;3 
