Upperbound Solution for instance I06 iteration 6
SCC;5;Number of TR;6
Maximum commodity time; 945 minutes ;dk;30;;MIP solution time limit;3600 s
SCC;Number of pickups;pickups time
2;1;[580]
3;1;[590]
4;2;[60, 580]
5;4;[95, 615, 960, 1270]
6;2;[890, 925]
Routes=;5.0


route 1
Commodities=,[2;;]
node,time
1,20
4,60,Int64[]
5,95,Int64[]
5,100,Int64[]
5,105,Int64[]
5,110,Int64[]
5,115,Int64[]
5,120,Int64[]
5,125,Int64[]
5,130,Int64[]
5,135,Int64[]
5,140,Int64[]
5,145,Int64[]
5,150,Int64[]
5,155,Int64[]
5,160,Int64[]
5,165,Int64[]
5,170,Int64[]
5,175,Int64[]
5,180,Int64[]
5,185,Int64[]
5,190,Int64[]
5,195,Int64[]
5,200,Int64[]
5,205,Int64[]
5,210,Int64[]
5,215,Int64[]
5,220,Int64[]
5,225,Int64[]
5,230,Int64[]
5,235,Int64[]
5,240,Int64[]
5,245,Int64[]
5,250,Int64[]
5,255,Int64[]
5,260,Int64[]
5,265,Int64[]
5,270,Int64[]
5,275,Int64[]
5,280,Int64[]
5,285,Int64[]
5,290,Int64[]
5,295,Int64[]
5,300,Int64[]
5,305,Int64[]
5,310,Int64[]
5,315,Int64[]
5,320,Int64[]
5,325,Int64[]
5,330,Int64[]
5,335,Int64[]
5,340,Int64[]
5,345,Int64[]
5,350,Int64[]
5,355,Int64[]
5,360,Int64[]
5,365,Int64[]
5,370,Int64[]
5,375,Int64[]
5,380,Int64[]
5,385,Int64[]
5,390,Int64[]
5,395,Int64[]
5,400,Int64[]
5,405,Int64[]
5,410,Int64[]
5,415,Int64[]
5,420,Int64[]
5,425,Int64[]
5,430,Int64[]
5,435,Int64[]
5,440,Int64[]
5,445,Int64[]
5,450,Int64[]
5,455,Int64[]
5,460,Int64[]
5,465,Int64[]
5,470,Int64[]
5,475,Int64[]
5,480,Int64[]
5,485,Int64[]
5,490,Int64[]
5,495,Int64[]
5,500,Int64[]
5,505,Int64[]
5,510,Int64[]
5,515,Int64[]
5,520,Int64[]
5,525,Int64[]
5,530,Int64[]
5,535,Int64[]
5,540,Int64[]
5,545,Int64[]
3,590,[2]
1,635,Int64[]
duration=,615

route 2
Commodities=,[3;;]
node,time
1,540
4,580,[1, 3]
5,615,Int64[]
1,630,Int64[]
duration=,90

route 3
Commodities=,[1;;]
node,time
1,570
2,580,[1, 3]
1,590,[2]
duration=,20

route 4
Commodities=,[5;;]
node,time
1,830
6,890,Int64[]
6,895,Int64[]
6,900,Int64[]
6,905,[5]
5,960,Int64[]
1,975,Int64[]
duration=,145

route 5
Commodities=,[4 6]
node,time
1,865
6,925,Int64[]
6,930,Int64[]
6,935,Int64[]
6,940,Int64[]
6,945,Int64[]
6,950,Int64[]
6,955,Int64[]
6,960,Int64[]
6,965,Int64[]
6,970,Int64[]
6,975,Int64[]
6,980,Int64[]
6,985,Int64[]
6,990,Int64[]
6,995,Int64[]
6,1000,Int64[]
6,1005,Int64[]
6,1010,Int64[]
6,1015,Int64[]
6,1020,Int64[]
6,1025,Int64[]
6,1030,Int64[]
6,1035,Int64[]
6,1040,Int64[]
6,1045,Int64[]
6,1050,Int64[]
6,1055,Int64[]
6,1060,Int64[]
6,1065,Int64[]
6,1070,Int64[]
6,1075,Int64[]
6,1080,Int64[]
6,1085,Int64[]
6,1090,Int64[]
6,1095,Int64[]
6,1100,Int64[]
6,1105,Int64[]
6,1110,Int64[]
6,1115,Int64[]
6,1120,Int64[]
6,1125,Int64[]
6,1130,Int64[]
6,1135,Int64[]
6,1140,Int64[]
6,1145,Int64[]
6,1150,Int64[]
6,1155,Int64[]
6,1160,Int64[]
6,1165,Int64[]
6,1170,Int64[]
6,1175,Int64[]
6,1180,Int64[]
6,1185,Int64[]
6,1190,Int64[]
6,1195,Int64[]
6,1200,Int64[]
6,1205,Int64[]
6,1210,Int64[]
6,1215,[6]
5,1270,[4]
1,1285,Int64[]
duration=,420

