Log for instance I16
Total time (s);39.918;Iterations;17
SCC;4;Number of TR;59
Maximum commodity time; 350 minutes;dk;30;;MIP solution time limit;3600 s
Initial grouping;Final grouping
8;24
Log for commodities grouping
commodity iteration;iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;4;185.0;185.0;276;49.18918918918919;270;1;4;8;10;0.364
2;6;189.0;190.0;276;45.26315789473684;270;1;8;10;12;0.447
3;8;200.0;200.0;276;38.0;150;1;6;12;14;0.879
4;9;196.33333333333331;200.0;276;38.0;145;1;5;14;16;0.838
5;10;200.0;200.0;276;38.0;130;2;1;16;18;0.913
6;12;209.75;209.75;276;31.585220500595945;40;2;2;18;20;0.855
7;14;240.0;240.0;276;15.0;150;2;3;20;22;1.921
8;16;240.0;240.0;276;15.0;150;1;7;22;24;6.343
Log for partial expanded
iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;NEinitial;NEfinal;number of infeasible arcs;time (s); k iteration; infactibility; SKid;Picks
1;133.0;133.0;276;107.51879699248121;33;42;5;3.142;8;270;8
2;168.0;168.0;276;64.28571428571429;42;48;3;0.231;8;270;4
3;181.0;181.0;276;52.48618784530387;48;53;3;0.276;8;270;4
4;185.0;185.0;276;49.18918918918919;59;61;1;0.364;10;270;4
5;190.0;190.0;276;45.26315789473684;61;65;2;0.364;10;270;8
6;189.0;190.0;276;45.26315789473684;71;71;0;0.447;12;270;8
7;198.25;198.25;276;39.21815889029004;71;75;3;0.697;12;145;5
8;200.0;200.0;276;38.0;81;81;0;0.879;14;150;6
9;196.33333333333331;200.0;276;38.0;86;88;1;0.838;16;145;5
10;200.0;200.0;276;38.0;93;93;0;0.913;18;130;1
11;200.0;200.0;276;38.0;93;94;1;0.824;18;90;10
12;209.75;209.75;276;31.585220500595945;100;106;4;0.855;20;40;2
13;240.0;240.0;276;15.0;106;109;2;1.807;20;150;7
14;240.0;240.0;276;15.0;114;118;2;1.921;22;150;3
15;240.0;240.0;276;15.0;118;119;1;1.876;22;150;7
16;240.0;240.0;276;15.0;125;127;1;6.343;24;150;7
