Log for commodities grouping instance I15
SCC;5;Number of TR;80
Maximum commodity time; 380 minutes;dk;15;MIP solution time limit;3600 s
commodity iteration;iteration;Lower Bound;Best Lower bound;Upper bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;4;293.0;293.0;359;22.525597269624573;180;1;8;8;10;3.105 
