Upperbound Solution for instance I07 iteration 8
SCC;5;Number of TR;8
Maximum commodity time; 975 minutes ;dk;15;;MIP solution time limit;3600 s
SCC;Number of pickups;pickups time
2;1;[550]
3;1;[575]
4;1;[10]
5;2;[700, 1295]
6;2;[640, 1220]
Routes=;5.0


route 1
Commodities=,[3;;]
node,time
1,-35
4,10,Int64[]
4,15,Int64[]
4,20,Int64[]
4,25,Int64[]
4,30,Int64[]
4,35,Int64[]
4,40,Int64[]
4,45,Int64[]
4,50,Int64[]
4,55,Int64[]
4,60,Int64[]
4,65,Int64[]
4,70,Int64[]
4,75,Int64[]
4,80,Int64[]
4,85,Int64[]
4,90,Int64[]
4,95,Int64[]
4,100,Int64[]
4,105,Int64[]
4,110,Int64[]
4,115,Int64[]
4,120,Int64[]
4,125,Int64[]
4,130,Int64[]
4,135,Int64[]
4,140,Int64[]
4,145,Int64[]
4,150,Int64[]
4,155,Int64[]
4,160,Int64[]
4,165,Int64[]
4,170,Int64[]
4,175,Int64[]
4,180,Int64[]
4,185,Int64[]
4,190,Int64[]
4,195,Int64[]
4,200,Int64[]
4,205,Int64[]
4,210,Int64[]
4,215,Int64[]
4,220,Int64[]
4,225,Int64[]
4,230,Int64[]
4,235,Int64[]
4,240,Int64[]
4,245,Int64[]
4,250,Int64[]
4,255,Int64[]
4,260,Int64[]
4,265,Int64[]
4,270,Int64[]
4,275,Int64[]
4,280,Int64[]
4,285,Int64[]
4,290,Int64[]
4,295,Int64[]
4,300,Int64[]
4,305,Int64[]
4,310,Int64[]
4,315,Int64[]
4,320,Int64[]
4,325,Int64[]
4,330,Int64[]
4,335,Int64[]
4,340,Int64[]
4,345,Int64[]
4,350,Int64[]
4,355,Int64[]
4,360,Int64[]
4,365,Int64[]
4,370,Int64[]
4,375,Int64[]
4,380,Int64[]
4,385,Int64[]
4,390,Int64[]
4,395,Int64[]
4,400,Int64[]
4,405,Int64[]
4,410,Int64[]
4,415,Int64[]
4,420,Int64[]
4,425,Int64[]
4,430,Int64[]
4,435,Int64[]
4,440,Int64[]
4,445,Int64[]
4,450,Int64[]
4,455,Int64[]
4,460,Int64[]
4,465,Int64[]
4,470,Int64[]
4,475,Int64[]
4,480,Int64[]
4,485,Int64[]
4,490,Int64[]
4,495,Int64[]
4,500,Int64[]
4,505,Int64[]
4,510,Int64[]
4,515,Int64[]
4,520,Int64[]
4,525,Int64[]
4,530,Int64[]
4,535,Int64[]
4,540,Int64[]
4,545,Int64[]
4,550,[1]
4,555,Int64[]
4,560,Int64[]
4,565,Int64[]
4,570,Int64[]
4,575,Int64[]
4,580,[3]
1,625,Int64[]
duration=,660

route 2
Commodities=,[1;;]
node,time
1,540
2,550,[1]
1,560,Int64[]
duration=,20

route 3
Commodities=,[2;;]
node,time
1,540
3,575,Int64[]
3,580,[3]
3,585,[2]
1,620,Int64[]
duration=,80

route 4
Commodities=,[5;;]
node,time
1,580
6,640,Int64[]
6,645,[5]
5,700,Int64[]
1,715,Int64[]
duration=,135

route 5
Commodities=,[4 6 7 8]
node,time
1,1160
6,1220,Int64[]
6,1225,Int64[]
6,1230,Int64[]
6,1235,Int64[]
6,1240,[6, 7, 8]
5,1295,[4]
1,1310,Int64[]
duration=,150

