Log for commodities grouping instance I12
SCC;4;Number of TR;35
Maximum commodity time; 345 minutes;dk;30;MIP solution time limit;3600 s
commodity iteration;iteration;Lower Bound;Best Lower bound;Upper bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;5;225.0;230.0;250;8.695652173913043;165;1;4;6;8;0.152 
