Log for commodities grouping instance I31
SCC;12;Number of TR;396
Maximum commodity time; 585 minutes;dk;15;MIP solution time limit;3600 s
commodity iteration;iteration;Lower Bound;Best Lower bound;Upper bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;7;516.5000000000001;516.5000000000001;815;57.7928363988383;375;1;19;23;25;79.327 
2;11;520.5833333333335;522.0;815;56.13026819923371;315;1;15;25;27;148.186 
3;13;521.666666666667;522.0;815;56.13026819923371;300;1;16;27;29;120.482 
4;14;522.6923076923078;522.6923076923078;815;55.92347314201614;270;1;20;29;31;387.833 
5;15;522.6923076923077;522.6923076923078;815;55.92347314201614;261;2;11;31;33;217.714 
6;17;567.0769230769232;567.0769230769232;815;43.71947911014647;270;1;8;33;35;369.585 
7;18;576.9821428571415;576.9821428571415;815;41.25220513137973;255;1;17;35;37;3659.357 
8;20;584.8936170212767;584.8936170212767;815;39.34157875591122;232;1;18;37;39;1415.891 
9;21;591.8717948717948;591.8717948717948;815;37.69873933197593;232;2;9;39;41;2830.536 
10;22;595.35;595.35;815;36.89426387839086;225;1;1;41;43;1660.712 
