Upperbound Solution for instance I20 iteration 17
SCC;6;Number of TR;26
Maximum commodity time; 413 minutes ;dk;15;;MIP solution time limit;3600 s
SCC;Number of pickups;pickups time
2;2;[775, 670]
3;2;[525, 730]
4;2;[595, 690]
5;1;[590]
6;2;[735, 830]
7;1;[555]
Routes=;9.0


route 1
Commodities=,[2;;]
node,time
1,510
3,525,Int64[]
3,530,[2]
1,545,Int64[]
duration=,35

route 2
Commodities=,[6;;]
node,time
1,525
7,555,Int64[]
7,560,Int64[]
7,565,Int64[]
7,570,Int64[]
7,575,Int64[]
7,580,Int64[]
7,585,Int64[]
7,590,Int64[]
7,595,Int64[]
7,600,Int64[]
7,605,Int64[]
7,610,[3]
7,615,Int64[]
7,620,Int64[]
7,625,Int64[]
7,630,Int64[]
7,635,[4, 21, 22]
7,640,Int64[]
7,645,Int64[]
7,650,Int64[]
7,655,Int64[]
7,660,Int64[]
7,665,Int64[]
7,670,[1, 14, 19, 20]
7,675,Int64[]
7,680,[6]
1,710,Int64[]
duration=,185

route 3
Commodities=,[1 4 14 19 20 21 22]
node,time
1,540
5,590,Int64[]
5,595,Int64[]
5,600,Int64[]
5,605,Int64[]
5,610,[3]
5,615,Int64[]
5,620,Int64[]
5,625,Int64[]
5,630,Int64[]
5,635,[4, 21, 22]
2,670,[1, 14, 19, 20]
1,700,Int64[]
duration=,160

route 4
Commodities=,[3;;]
node,time
1,555
4,595,Int64[]
4,600,Int64[]
4,605,Int64[]
4,610,[3]
1,650,Int64[]
duration=,95

route 5
Commodities=,[9 15 16]
node,time
1,650
4,690,Int64[]
4,695,Int64[]
4,700,Int64[]
4,705,Int64[]
4,710,Int64[]
4,715,Int64[]
4,720,Int64[]
4,725,Int64[]
4,730,[8, 17, 18]
4,735,Int64[]
4,740,Int64[]
4,745,Int64[]
4,750,Int64[]
4,755,[9, 15, 16]
1,795,Int64[]
duration=,145

route 6
Commodities=,[5;;]
node,time
1,700
6,735,Int64[]
6,740,Int64[]
6,745,Int64[]
6,750,Int64[]
6,755,[9, 15, 16]
6,760,Int64[]
6,765,Int64[]
6,770,[5]
1,805,Int64[]
duration=,105

route 7
Commodities=,[8 17 18]
node,time
1,715
3,730,[8, 17, 18]
1,745,Int64[]
duration=,30

route 8
Commodities=,[7 11 12 13 23 24]
node,time
1,745
2,775,Int64[]
2,780,Int64[]
2,785,Int64[]
2,790,Int64[]
2,795,Int64[]
2,800,Int64[]
2,805,Int64[]
2,810,Int64[]
2,815,Int64[]
2,820,Int64[]
2,825,Int64[]
2,830,[10, 25, 26]
2,835,Int64[]
2,840,Int64[]
2,845,Int64[]
2,850,Int64[]
2,855,Int64[]
2,860,Int64[]
2,865,Int64[]
2,870,Int64[]
2,875,Int64[]
2,880,Int64[]
2,885,Int64[]
2,890,Int64[]
2,895,Int64[]
2,900,Int64[]
2,905,Int64[]
2,910,Int64[]
2,915,Int64[]
2,920,Int64[]
2,925,Int64[]
2,930,Int64[]
2,935,Int64[]
2,940,Int64[]
2,945,Int64[]
2,950,Int64[]
2,955,Int64[]
2,960,Int64[]
2,965,Int64[]
2,970,Int64[]
2,975,Int64[]
2,980,Int64[]
2,985,Int64[]
2,990,Int64[]
2,995,Int64[]
2,1000,Int64[]
2,1005,Int64[]
2,1010,Int64[]
2,1015,Int64[]
2,1020,Int64[]
2,1025,Int64[]
2,1030,[7, 11, 12, 13, 23, 24]
1,1060,Int64[]
duration=,315

route 9
Commodities=,[10 25 26]
node,time
1,795
6,830,[10, 25, 26]
1,865,Int64[]
duration=,70

