Log for partial expanded instance I02
SCC;3;Number of TR;12
Maximum commodity time; 270 minutes;dk;30;;MIP solution time limit;3600 s
iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;NEinitial;NEfinal;number of infeasible arcs;time (s); k iteration; infactibility; SKid;Picks
1;163.0;163.0;179;9.815950920245399;16;23;4;3.124;3;90;2 
