Upperbound Solution for instance I25 iteration 30
SCC;9;Number of TR;45
Maximum commodity time; 660 minutes ;dk;15;;MIP solution time limit;3600 s
SCC;Number of pickups;pickups time
2;2;[60, 885]
3;1;[615]
4;1;[405]
5;2;[705, 810]
6;2;[1140, 870]
7;2;[1155, 795]
8;1;[600]
9;3;[675, 1065, 1215]
10;3;[780, 1155, 570]
Routes=;12.0


route 1
Commodities=,[1 2 24 25]
node,time
1,45
2,60,Int64[]
2,75,Int64[]
2,90,Int64[]
2,105,Int64[]
2,120,Int64[]
2,135,Int64[]
2,150,Int64[]
2,165,Int64[]
2,180,Int64[]
2,195,Int64[]
2,210,Int64[]
2,225,Int64[]
2,240,Int64[]
2,255,Int64[]
2,270,Int64[]
2,285,Int64[]
2,300,Int64[]
2,315,Int64[]
2,330,Int64[]
2,345,Int64[]
2,360,Int64[]
2,375,Int64[]
2,390,Int64[]
2,405,Int64[]
2,420,Int64[]
2,435,Int64[]
2,450,Int64[]
2,465,Int64[]
2,480,Int64[]
2,495,[3]
2,510,Int64[]
2,525,Int64[]
2,540,Int64[]
2,555,Int64[]
2,570,[1, 9, 24, 25, 28, 36, 37]
3,615,[2]
1,660,Int64[]
duration=,615

route 2
Commodities=,[3 9 28 36 37]
node,time
1,330
4,405,Int64[]
4,420,Int64[]
4,435,Int64[]
4,450,Int64[]
4,465,Int64[]
4,480,Int64[]
4,495,[3]
10,570,[1, 9, 24, 25, 28, 36, 37]
1,645,Int64[]
duration=,315

route 3
Commodities=,[6 7 19]
node,time
1,465
8,600,Int64[]
8,615,[2]
8,630,Int64[]
8,645,Int64[]
8,660,Int64[]
8,675,[7, 8, 16]
7,795,Int64[]
7,810,[6, 19]
1,855,Int64[]
duration=,390

route 4
Commodities=,[8 16]
node,time
1,645
9,675,[7, 8, 16]
1,705,[4, 11]
duration=,60

route 5
Commodities=,[4 11]
node,time
1,660
5,705,[4, 11]
1,750,Int64[]
duration=,90

route 6
Commodities=,[5 29 32 33 38 39]
node,time
1,705
10,780,[29]
6,870,[5, 32, 33, 38, 39]
1,915,[10, 22, 23, 42, 43]
duration=,210

route 7
Commodities=,[40 41]
node,time
1,765
5,810,[6, 19]
5,825,[40, 41]
1,870,[5, 32, 33, 38, 39]
duration=,105

route 8
Commodities=,[10 22 23 42 43]
node,time
1,870
2,885,Int64[]
2,900,Int64[]
2,915,[10, 22, 23, 42, 43]
1,930,Int64[]
duration=,60

route 9
Commodities=,[14 44 45]
node,time
1,1035
9,1065,[14, 44, 45]
1,1095,Int64[]
duration=,60

route 10
Commodities=,[15 30 31]
node,time
1,1080
10,1155,Int64[]
10,1170,[13, 18, 20, 21]
10,1185,Int64[]
10,1200,[15, 30, 31]
1,1275,Int64[]
duration=,195

route 11
Commodities=,[12 26 27]
node,time
1,1095
6,1140,Int64[]
6,1155,Int64[]
6,1170,[13, 18, 20, 21]
6,1185,Int64[]
6,1200,[15, 30, 31]
6,1215,[12, 26, 27]
1,1260,Int64[]
duration=,165

route 12
Commodities=,[13 17 18 20 21 34 35]
node,time
1,1110
7,1155,Int64[]
7,1170,[13, 18, 20, 21]
9,1215,[12, 26, 27]
9,1230,Int64[]
9,1245,Int64[]
9,1260,Int64[]
9,1275,Int64[]
9,1290,Int64[]
9,1305,Int64[]
9,1320,[17, 34, 35]
1,1350,Int64[]
duration=,240

