Log for instance I01
Total time (s);17.53;Iterations;8
SCC;2;Number of TR;35
Maximum commodity time; 630 minutes;dk;30;;MIP solution time limit;3600 s
Initial grouping;Final grouping
3;9
Log for commodities grouping
commodity iteration;iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;2;130.0;130.0;270;107.6923076923077;420;1;3;3;5;0.053
2;5;150.0;150.0;270;80.0;330;2;2;5;7;0.038
3;7;250.0;250.0;270;8.0;180;1;3;7;9;0.065
Log for partial expanded
iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;NEinitial;NEfinal;number of infeasible arcs;time (s); k iteration; infactibility; SKid;Picks
1;130.0;130.0;270;107.6923076923077;14;17;2;3.059;3;420;3
2;130.0;130.0;270;107.6923076923077;23;23;0;0.053;5;420;3
3;150.0;150.0;270;80.0;23;25;1;0.018;5;210;2
4;150.0;150.0;270;80.0;25;26;1;0.018;5;330;2
5;150.0;150.0;270;80.0;31;31;0;0.038;7;330;2
6;250.0;250.0;270;8.0;31;35;2;0.067;7;90;1
7;250.0;250.0;270;8.0;41;41;0;0.065;9;180;3
