Log for instance I11
Total time (s);98.823;Iterations;27
SCC;4;Number of TR;57
Maximum commodity time; 490 minutes;dk;30;;MIP solution time limit;3600 s
Initial grouping;Final grouping
7;29
Log for commodities grouping
commodity iteration;iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;3;415.0;415.0;698;68.19277108433735;330;1;4;7;9;0.165
2;5;416.0;416.0;698;67.78846153846155;300;1;7;9;11;0.206
3;7;416.0;416.0;698;67.78846153846155;300;1;6;11;13;4.732
4;11;454.0;454.0;698;53.74449339207048;168;2;5;13;15;0.665
5;13;457.2222222222222;471.0;698;48.19532908704883;112;2;4;15;17;0.566
6;17;472.0;472.0;698;47.88135593220339;90;1;2;17;19;53.014
7;18;652.0;652.0;698;7.05521472392638;120;1;14;19;21;1.713
8;19;652.0;652.0;698;7.05521472392638;90;1;3;21;23;1.003
9;23;654.8888888888889;661.0;698;5.597579425113464;120;1;15;23;25;1.296
10;24;670.0;670.0;698;4.179104477611941;67;1;1;25;27;1.453
11;26;654.8888888888889;670.0;698;4.179104477611941;48;2;6;27;29;1.74
Log for partial expanded
iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;NEinitial;NEfinal;number of infeasible arcs;time (s); k iteration; infactibility; SKid;Picks
1;387.0;387.0;698;80.36175710594316;30;38;5;3.08;7;330;4
2;403.0;403.0;698;73.20099255583126;38;43;3;0.09;7;300;7
3;415.0;415.0;698;68.19277108433735;49;51;1;0.165;9;330;4
4;416.0;416.0;698;67.78846153846155;51;53;1;0.18;9;300;6
5;416.0;416.0;698;67.78846153846155;59;59;0;0.206;11;300;7
6;416.0;416.0;698;67.78846153846155;59;61;1;0.379;11;300;6
7;416.0;416.0;698;67.78846153846155;67;67;0;4.732;13;300;6
8;454.0;454.0;698;53.74449339207048;67;73;3;0.524;13;168;5
9;454.0;454.0;698;53.74449339207048;73;75;1;0.442;13;168;5
10;454.0;454.0;698;53.74449339207048;75;76;1;0.41;13;168;5
11;454.0;454.0;698;53.74449339207048;82;82;0;0.665;15;168;5
12;471.0;471.0;698;48.19532908704883;82;84;2;0.5;15;120;14
13;457.2222222222222;471.0;698;48.19532908704883;90;90;0;0.566;17;112;4
14;472.0;472.0;698;47.88135593220339;90;93;2;0.51;17;120;13
15;472.0;472.0;698;47.88135593220339;93;96;2;0.612;17;90;1
16;472.0;472.0;698;47.88135593220339;96;99;2;0.608;17;90;2
17;472.0;472.0;698;47.88135593220339;105;105;0;53.014;19;90;2
18;652.0;652.0;698;7.05521472392638;111;115;2;1.713;21;120;14
19;652.0;652.0;698;7.05521472392638;121;122;1;1.003;23;90;3
20;654.8888888888889;654.8888888888889;698;6.582965727858836;122;128;4;1.323;23;90;1
21;661.0;661.0;698;5.597579425113464;128;131;2;1.474;23;90;1
22;654.8888888888889;661.0;698;5.597579425113464;131;132;1;1.584;23;120;15
23;654.8888888888889;661.0;698;5.597579425113464;138;138;0;1.296;25;120;15
24;670.0;670.0;698;4.179104477611941;144;146;2;1.453;27;67;1
25;670.0;670.0;698;4.179104477611941;146;149;2;1.975;27;61;6
26;654.8888888888889;670.0;698;4.179104477611941;155;156;1;1.74;29;48;6
