Log for commodities grouping instance I12
SCC;4;Number of TR;66
Maximum commodity time; 375 minutes;dk;15;MIP solution time limit;3600 s
commodity iteration;iteration;Lower Bound;Best Lower bound;Upper bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;5;220.0;220.0;230;4.545454545454546;360;1;2;4;6;0.387 
