Log for instance I09
Total time (s);23.165;Iterations;10
SCC;4;Number of TR;57
Maximum commodity time; 320 minutes;dk;15;;MIP solution time limit;3600 s
Initial grouping;Final grouping
5;11
Log for commodities grouping
commodity iteration;iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;6;224.5;224.5;268;19.37639198218263;255;1;5;5;7;0.117
2;8;229.0;229.0;268;17.03056768558952;235;2;1;7;9;0.15
3;9;243.0;243.0;268;10.2880658436214;90;1;2;9;11;0.191
Log for partial expanded
iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;NEinitial;NEfinal;number of infeasible arcs;time (s); k iteration; infactibility; SKid;Picks
1;187.0;187.0;268;43.31550802139038;24;31;4;3.084;5;255;5
2;224.5;224.5;268;19.37639198218263;31;36;3;0.117;5;255;1
3;224.5;224.5;268;19.37639198218263;36;39;2;0.141;5;255;1
4;224.5;224.5;268;19.37639198218263;39;41;1;0.157;5;255;5
5;224.5;224.5;268;19.37639198218263;41;43;1;4.357;5;255;5
6;224.5;224.5;268;19.37639198218263;49;50;1;0.117;7;255;5
7;229.0;229.0;268;17.03056768558952;50;54;2;0.151;7;200;1
8;229.0;229.0;268;17.03056768558952;60;60;0;0.15;9;235;1
9;243.0;243.0;268;10.2880658436214;66;66;0;0.191;11;90;2
