Log for instance I07
Total time (s);26.256;Iterations;13
SCC;5;Number of TR;56
Maximum commodity time; 945 minutes;dk;30;;MIP solution time limit;3600 s
Initial grouping;Final grouping
6;10
Log for commodities grouping
commodity iteration;iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;7;298.0;298.0;354;18.79194630872483;570;1;6;6;8;0.242
2;12;318.0;318.0;354;11.320754716981133;285;2;5;8;10;0.611
Log for partial expanded
iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;NEinitial;NEfinal;number of infeasible arcs;time (s); k iteration; infactibility; SKid;Picks
1;256.0;256.0;354;38.28125;29;39;5;3.183;6;570;6
2;278.0;278.0;354;27.33812949640288;39;47;5;0.178;6;570;6
3;285.0;285.0;354;24.210526315789473;47;55;6;0.245;6;570;6
4;297.0;297.0;354;19.19191919191919;55;58;2;0.239;6;570;6
5;298.0;298.0;354;18.79194630872483;58;63;3;0.205;6;570;6
6;298.0;298.0;354;18.79194630872483;63;68;3;0.27;6;570;6
7;298.0;298.0;354;18.79194630872483;74;74;0;0.242;8;570;6
8;298.0;298.0;354;18.79194630872483;74;78;2;4.744;8;200;5
9;318.0;318.0;354;11.320754716981133;78;80;1;0.464;8;200;5
10;318.0;318.0;354;11.320754716981133;80;81;1;0.401;8;200;5
11;318.0;318.0;354;11.320754716981133;81;82;1;0.344;8;285;5
12;318.0;318.0;354;11.320754716981133;88;88;0;0.611;10;285;5
