Upperbound Solution for instance I04 iteration 6
SCC;3;Number of TR;6
Maximum commodity time; 400 minutes ;dk;15;;MIP solution time limit;3600 s
SCC;Number of pickups;pickups time
2;1;[1025]
3;2;[1035, 1070]
4;1;[985]
Routes=;4.0
The Routes tracking was not possible

route 1
Commodities=,[4 6 7]
node,time
1,895
4,985,Int64[]
4,990,Int64[]
4,995,Int64[]
4,1000,Int64[]
4,1005,Int64[]
4,1010,Int64[]
4,1015,Int64[]
4,1020,Int64[]
4,1025,[1]
4,1030,Int64[]
4,1035,Int64[]
4,1040,[3, 5, 6]
1,1130,Int64[]
duration=,235

route 2
Commodities=,[2;;]
node,time
1,1005
3,1035,Int64[]
3,1040,[3, 5, 6]
3,1045,Int64[]
3,1050,Int64[]
3,1055,Int64[]
3,1060,Int64[]
3,1065,Int64[]
3,1070,Int64[]
3,1075,Int64[]
3,1080,Int64[]
3,1085,Int64[]
3,1090,Int64[]
3,1095,Int64[]
3,1100,Int64[]
3,1105,Int64[]
3,1110,Int64[]
3,1115,Int64[]
3,1120,Int64[]
3,1125,Int64[]
3,1130,Int64[]
3,1135,Int64[]
3,1140,Int64[]
3,1145,Int64[]
3,1150,Int64[]
3,1155,Int64[]
3,1160,Int64[]
3,1165,Int64[]
3,1170,Int64[]
3,1175,Int64[]
3,1180,Int64[]
3,1185,Int64[]
3,1190,Int64[]
3,1195,Int64[]
3,1200,Int64[]
3,1205,Int64[]
3,1210,Int64[]
3,1215,Int64[]
3,1220,Int64[]
3,1225,Int64[]
3,1230,Int64[]
3,1235,Int64[]
3,1240,Int64[]
3,1245,Int64[]
3,1250,Int64[]
3,1255,Int64[]
3,1260,Int64[]
3,1265,Int64[]
3,1270,Int64[]
3,1275,Int64[]
3,1280,Int64[]
3,1285,Int64[]
3,1290,Int64[]
3,1295,Int64[]
3,1300,Int64[]
3,1305,Int64[]
3,1310,Int64[]
3,1315,Int64[]
3,1320,Int64[]
3,1325,Int64[]
3,1330,Int64[]
3,1335,Int64[]
3,1340,Int64[]
3,1345,Int64[]
3,1350,Int64[]
3,1355,Int64[]
3,1360,Int64[]
3,1365,Int64[]
3,1370,Int64[]
3,1375,Int64[]
3,1380,Int64[]
3,1385,Int64[]
3,1390,Int64[]
3,1395,Int64[]
3,1400,Int64[]
3,1405,Int64[]
3,1410,Int64[]
3,1415,Int64[]
3,1420,Int64[]
3,1425,Int64[]
3,1430,Int64[]
3,1435,Int64[]
3,1440,Int64[]
3,1445,Int64[]
3,1450,Int64[]
3,1455,Int64[]
3,1460,Int64[]
3,1465,Int64[]
3,1470,Int64[]
3,1475,Int64[]
3,1480,Int64[]
