Log for commodities grouping instance I19
SCC;6;Number of TR;90
Maximum commodity time; 390 minutes;dk;15;MIP solution time limit;3600 s
commodity iteration;iteration;Lower Bound;Best Lower bound;Upper bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;6;427.0;427.0;435;1.873536299765808;195;1;1;9;11;0.804 
