Log for commodities grouping instance I25
SCC;9;Number of TR;373
Maximum commodity time; 660 minutes;dk;15;MIP solution time limit;3600 s
commodity iteration;iteration;Lower Bound;Best Lower bound;Upper bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;5;871.0;871.0;1150;32.03214695752009;465;1;6;17;19;4.943 
2;8;873.0;873.0;1150;31.729667812142036;450;1;13;19;21;7.267 
3;11;886.0;891.5000000000001;1150;28.996074032529428;420;1;10;21;23;8.102 
4;13;906.5;906.5;1150;26.861555432984;395;2;1;23;25;17.042 
5;16;901.3333333333334;906.5;1150;26.861555432984;450;1;12;25;27;38.396 
6;19;904.4000000000001;907.0000000000001;1150;26.79162072767363;370;2;9;27;29;39.072 
7;20;904.2380952380953;907.0000000000001;1150;26.79162072767363;450;1;15;29;31;59.446 
8;21;974.0;974.0;1150;18.069815195071868;315;2;5;31;33;66.972 
9;23;1017.5881264236901;1017.5881264236901;1150;13.012324941493855;255;1;17;33;35;676.566 
10;25;1022.7142857142858;1022.7142857142858;1150;12.445872328537497;225;1;28;35;37;1747.066 
11;26;1049.0;1049.0;1150;9.628217349857007;225;1;32;37;39;168.296 
12;27;1049.2340425531916;1049.2340425531916;1150;9.60376363710102;210;1;11;39;41;172.511 
13;28;1051.3333333333335;1051.3333333333335;1150;9.384908053265677;195;1;10;41;43;268.965 
14;29;1050.5000000000002;1051.3333333333335;1150;9.384908053265677;255;1;16;43;45;206.999 
15;32;1054.2500000000002;1058.0000000000002;1150;8.69565217391302;115;2;29;45;47;471.062 
16;33;1054.25;1058.0000000000002;1150;8.69565217391302;98;2;4;47;49;185.26 
