Log for instance I08
Total time (s);22.238;Iterations;13
SCC;5;Number of TR;125
Maximum commodity time; 975 minutes;dk;15;;MIP solution time limit;3600 s
Initial grouping;Final grouping
6;12
Log for commodities grouping
commodity iteration;iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;7;286.0;286.0;345;20.62937062937063;585;1;6;6;8;0.228
2;11;306.0;306.0;345;12.745098039215685;325;1;1;8;10;0.328
3;12;316.0;316.0;345;9.177215189873419;270;2;5;10;12;0.51
Log for partial expanded
iteration;Lower Bound;Best Lower Bound;Upper Bound;RelativeGap;NEinitial;NEfinal;number of infeasible arcs;time (s); k iteration; infactibility; SKid;Picks
1;257.0;257.0;345;34.24124513618677;29;38;5;3.227;6;585;6
2;269.0;269.0;345;28.25278810408922;38;46;5;0.163;6;585;6
3;269.0;269.0;345;28.25278810408922;46;51;4;0.177;6;585;6
4;280.0;280.0;345;23.214285714285715;51;56;5;0.253;6;585;6
5;280.0;280.0;345;23.214285714285715;56;62;4;0.192;6;585;6
6;286.0;286.0;345;20.62937062937063;62;66;2;0.247;6;585;6
7;286.0;286.0;345;20.62937062937063;72;73;1;0.228;8;585;6
8;286.0;286.0;345;20.62937062937063;73;75;1;0.695;8;328;1
9;306.0;306.0;345;12.745098039215685;75;81;4;0.343;8;325;1
10;306.0;306.0;345;12.745098039215685;81;82;1;0.356;8;325;1
11;306.0;306.0;345;12.745098039215685;88;90;1;0.328;10;325;1
12;316.0;316.0;345;9.177215189873419;95;98;2;0.51;12;270;5
