Log for commodities grouping instance I14
SCC;5;Number of TR;39
Maximum commodity time; 345 minutes;dk;30;MIP solution time limit;3600 s
commodity iteration;iteration;Lower Bound;Best Lower bound;Upper bound;RelativeGap;infactibility;type;SKid;CGinitial;CG;time (s);Picks
1;4;285.0;285.0;290;1.7543859649122806;210;1;5;7;9;0.325 
